uri,track_name,artist_uri,artist_name,album_uri,album_name,album_artist_uri,album_artist_name,album_release_date,album_image_url,disc_number,track_number,track_duration_ms,track_preview_url,explicit,popularity,isrc,added_by,added_at,itunes_identifier,guess_date
spotify:track:1dk8CMVix3zAWn9EAVKrAV,CRUDELIA - I nervi,spotify:artist:5AZuEF0feCXMkUCwQiQlW7,Marracash,spotify:album:1N5ijCQl5iyFksPPxlB2w8,Persona,spotify:artist:5AZuEF0feCXMkUCwQiQlW7,Marracash,2020,https://i.scdn.co/image/ab67616d0000b273baf58dc8b409123dd296a1df,1,11,230922,https://p.scdn.co/mp3-preview/4b6986e5be16d97912b1a87dd1db7a34a8ac7e16?cid=9950ac751e34487dbbe027c4fd7f8e99,True,0,ITUM71901148,spotify:user:11135692880,2020-03-25T02:06:37Z,1660750129.0,2026-09-15 21:32:43.642356
spotify:track:5bJU7zI4oaPOoS1Wmvllty,Maniac - 80s Flashback Dance Fitness Mix,spotify:artist:771qBvjnXOH9Azr6lKy6FB,Michael Sembello,spotify:album:2FppYqCVDz9lmO5rzz2HIs,Party On My Own,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Artisti Vari,2020,https://i.scdn.co/image/ab67616d0000b27322a3a6c8e7394928e0f71633,1,23,238786,https://p.scdn.co/mp3-preview/733ae7c8ea5c586714dcd1c7a4706c75fe5cab8f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,41,USUM70955555,spotify:user:11135692880,2023-04-03T23:36:48Z,,2028-08-19 21:32:43.642356
spotify:track:1tolw85EjZZIGlWHQnkHZw,SCIACALLI,"spotify:artist:2DWRgncNMnTfwDiKSI0VoP, spotify:artist:49UAapOfpOg1ZOU4xf2NgY, spotify:artist:0W0oW3iaBwbtcXqdDrfC6F","TY1, Noyz Narcos, Speranza",spotify:album:5E0b5ScdIbAyboCCZu5VVA,SCIACALLI,"spotify:artist:2DWRgncNMnTfwDiKSI0VoP, spotify:artist:49UAapOfpOg1ZOU4xf2NgY, spotify:artist:0W0oW3iaBwbtcXqdDrfC6F","TY1, Noyz Narcos, Speranza",2020,https://i.scdn.co/image/ab67616d0000b2739ded8032667019410349d797,1,1,138333,https://p.scdn.co/mp3-preview/c0e72a51ae13ae4cf120f5c601ca265e80b2d90c?cid=9950ac751e34487dbbe027c4fd7f8e99,True,25,ITDF61977117,spotify:user:11135692880,2020-06-14T01:28:25Z,1565520795.0,2025-12-28 21:32:43.642356
spotify:track:3NiLpavKgcemrAlBKX275X,FIGHT! (feat. Nayt),"spotify:artist:4p5IspnsqtILeRtckOxumu, spotify:artist:7tmTvmqgTBcX88ZrSHByrD","Il Tre, Nayt",spotify:album:13mrP47HHH5q21VkUNYEIz,FIGHT! (feat. Nayt),"spotify:artist:4p5IspnsqtILeRtckOxumu, spotify:artist:7tmTvmqgTBcX88ZrSHByrD","Il Tre, Nayt",2020,https://i.scdn.co/image/ab67616d0000b2733a124abb2f1617d210f40da8,1,1,168000,https://p.scdn.co/mp3-preview/e5a22d3232b33b56c60d969a941e21286ac2dd52?cid=9950ac751e34487dbbe027c4fd7f8e99,True,35,ITQ002000049,spotify:user:11135692880,2020-06-14T01:30:35Z,1641090575.0,2028-08-01 21:32:43.642356
spotify:track:7cPnWOWOAe5yAvIPQCz8Lw,Trip - feat. Nayt,"spotify:artist:0q0CTttRdwiuDFmDiN7jAt, spotify:artist:7tmTvmqgTBcX88ZrSHByrD","Nicola Siciliano, Nayt",spotify:album:7GlFm2140eSSnig2QjHuNE,Trip (feat. Nayt),"spotify:artist:0q0CTttRdwiuDFmDiN7jAt, spotify:artist:7tmTvmqgTBcX88ZrSHByrD","Nicola Siciliano, Nayt",2020,https://i.scdn.co/image/ab67616d0000b273f38dcc0252e8719930ff7c83,1,1,224624,https://p.scdn.co/mp3-preview/5947b9904af0913a653fb60771211ff8c876409d?cid=9950ac751e34487dbbe027c4fd7f8e99,False,26,ITB002000222,spotify:user:11135692880,2020-06-14T01:30:47Z,,2025-08-20 21:32:43.642356
spotify:track:1j8GQQGyC26O1TeW4LLvjk,Praise You (Radio Edit),spotify:artist:4Y7tXHSEejGu1vQ9bwDdXW,Fatboy Slim,spotify:album:7zApUw7AHTFQQ6tUkDr5KD,Praise You EP,spotify:artist:4Y7tXHSEejGu1vQ9bwDdXW,Fatboy Slim,2023,https://i.scdn.co/image/ab67616d0000b273264d0980f9bda4efc9281b87,1,1,227973,https://p.scdn.co/mp3-preview/c0a0d68a0cbe569814c1a02ea0eb0cc5f130c9a2?cid=9950ac751e34487dbbe027c4fd7f8e99,False,62,GBBMQ0600005,spotify:user:,2024-09-13T19:17:09Z,,2026-03-01 21:32:43.642356
spotify:track:7L93GESzq43UkKUt5FsOCq,Jump Around - 30 Years Remaster,spotify:artist:0AuW7OCyKfFrsMbtHrYgIV,House Of Pain,spotify:album:1GYvmeraQXDxxSC9T3RDvM,House of Pain (Fine Malt Lyrics) [30 Years] [Deluxe Edition],spotify:artist:0AuW7OCyKfFrsMbtHrYgIV,House Of Pain,2022,https://i.scdn.co/image/ab67616d0000b27379606c79fde418c0bc458abb,1,2,218546,https://p.scdn.co/mp3-preview/93b149a75e3e77d0663c662389cf7f46d323a6ac?cid=9950ac751e34487dbbe027c4fd7f8e99,True,75,USTB12100088,spotify:user:,2024-09-13T19:17:09Z,,2029-09-03 21:32:43.642356
spotify:track:1YaLBadQjS701ZLZRGjPMX,queen of broken hearts,spotify:artist:2cFrymmkijnjDg9SS92EPM,blackbear,spotify:album:5kl5z37tuQet6Na96jGKv9,queen of broken hearts,spotify:artist:2cFrymmkijnjDg9SS92EPM,blackbear,2020,https://i.scdn.co/image/ab67616d0000b273bbc7c84b3f30568c93648174,1,1,171171,https://p.scdn.co/mp3-preview/613589599900cefc360af2d2721f5256f615ecf8?cid=9950ac751e34487dbbe027c4fd7f8e99,True,0,USUG12000337,spotify:user:11135692880,2020-08-14T13:35:16Z,,2028-06-15 21:32:43.642356
spotify:track:4yJiXq86uM56uIfIZgE440,me & ur ghost,spotify:artist:2cFrymmkijnjDg9SS92EPM,blackbear,spotify:album:1s9YbfFRnIB0jXONMz0gO2,me & ur ghost,spotify:artist:2cFrymmkijnjDg9SS92EPM,blackbear,2020,https://i.scdn.co/image/ab67616d0000b2739dfd1be84ae1d851f080a5ba,1,1,200400,https://p.scdn.co/mp3-preview/9764b82f9cf21372e92b42b73066ea7036129ca8?cid=9950ac751e34487dbbe027c4fd7f8e99,True,0,USUG12000146,spotify:user:11135692880,2020-08-14T13:35:31Z,,2028-03-14 21:32:43.642356
spotify:track:0R7UI5iF6p6HbrTErFHjIp,Zonin',spotify:artist:1rrS35qV7nbPv6fZTl3uXZ,Nanu Alidina,spotify:album:48DcxTW0XHoWHSuBStq0hs,Zonin',spotify:artist:1rrS35qV7nbPv6fZTl3uXZ,Nanu Alidina,2020,https://i.scdn.co/image/ab67616d0000b2737748d4d1e2fb688161ba6129,1,1,151394,https://p.scdn.co/mp3-preview/bbcf1c3753ff34bb2c1a26d5072c66578ccb1027?cid=9950ac751e34487dbbe027c4fd7f8e99,True,0,CAZL61600042,spotify:user:11135692880,2020-08-14T13:36:44Z,,2030-07-13 21:32:43.642356
spotify:track:6VOjT8L5zgRFabrh4kz3YA,THE NEWS,spotify:artist:2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,spotify:album:2T8UlI17u5hwTqu6zkpkW7,PARTYMOBILE,spotify:artist:2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,2020,https://i.scdn.co/image/ab67616d0000b273d8082097058d4c44739b17dd,1,3,267384,https://p.scdn.co/mp3-preview/acd9396c530497398663b37f0945f80bc1e151e8?cid=9950ac751e34487dbbe027c4fd7f8e99,False,0,USWB11902977,spotify:user:11135692880,2020-08-14T13:36:44Z,,2030-10-15 21:32:43.642356
spotify:track:66gU69Q5EyL9jlFcWTA7ZV,Too Good,spotify:artist:1rrS35qV7nbPv6fZTl3uXZ,Nanu Alidina,spotify:album:5cKAFhW2f4lqu26Dlx9tfY,Too Good,spotify:artist:1rrS35qV7nbPv6fZTl3uXZ,Nanu Alidina,2020,https://i.scdn.co/image/ab67616d0000b2734cc0ee4207f838b65a6b0c83,1,1,205541,https://p.scdn.co/mp3-preview/c9d3a752df3557d0c11b4b13872ae9b817cd8dfb?cid=9950ac751e34487dbbe027c4fd7f8e99,True,1,CAZL61600038,spotify:user:11135692880,2020-08-14T13:36:44Z,,2024-11-29 21:32:43.642356
